species,te_sra_accession,te_assembly_accession,analysis_branch,n_elements,ratio_arithmetic_mean,ratio_median,ratio_geometric_mean,ratio_trimmed_mean_10pct,ratio_winsorized_mean_5pct,ratio_q05,ratio_q95,ratio_max,fraction_ratio_gt_1,median_bootstrap_ci_low,median_bootstrap_ci_high,geometric_mean_bootstrap_ci_low,geometric_mean_bootstrap_ci_high,max_abs_leave_one_out_mean_shift,max_abs_leave_one_out_median_shift,largest_element_fraction_of_ratio_sum,median_terminal_positive_coverage_fraction,median_internal_positive_coverage_fraction
conanti,SRX19953420,GCA_030264475.1,coverage_ge_80pct_and_complete_yes,4,0.7118802623086209,0.6794559128667643,0.702985436278749,0.7118802623086209,0.7070166098923424,0.5990345148793019,0.8701200989565389,0.9019893315409394,0.0,0.5866198919600154,0.9019893315409394,0.6108091459194636,0.8371820147011444,0.06336968974410617,0.0100718681115054,0.31676300752313197,1.0,1.0
fuscus,SRX20497025,GCA_032353935.1,coverage_ge_80pct_and_complete_yes,9,0.8610136510990443,0.8689297809112805,0.7948965924709905,0.8610136510990443,0.8293213349440829,0.452702226034433,1.4474462387768876,1.7684700784796341,0.1111111111111111,0.5063917174965742,0.9659104792227685,0.6188535515982918,1.0555132003211662,0.11343205342257368,0.07282817453536994,0.2282155168339167,1.0,1.0
gvnigeusgwotli,SRX20502827,GCA_032353775.1,coverage_ge_80pct_and_complete_yes,5,0.5497860319067954,0.5097947285551119,0.5432868976824247,0.5497860319067954,0.54730923160016,0.46716522301223246,0.6709784947769662,0.6846347663144184,0.0,0.46589295300795774,0.6846347663144184,0.4769401612180353,0.6294418744126656,0.033712183601905754,0.05327934003602297,0.24905498742481103,1.0,1.0
intermedius,SRX20502776,GCA_032275315.1,coverage_ge_80pct_and_complete_yes,7,8.732419131185873,0.846854315810038,1.5104746072794448,8.732419131185875,6.38160070636757,0.6603145441380586,39.60046014029678,56.06620307343128,0.2857142857142857,0.6836804494196119,1.1803932963164134,0.7498821072381124,5.198940877083832,7.888963990374233,0.024617324522202666,0.9172094767319146,1.0,1.0
marmoratus,SRX19954879,GCA_031753695.1,coverage_ge_80pct_and_complete_yes,3,0.6327821884734175,0.4205127219061748,0.5658458982694176,0.6327821884734174,0.6115552418166932,0.40166093187449947,1.0124920716694052,1.078267554976431,0.3333333333333333,0.39956628853764664,1.078267554976431,0.39956628853764664,1.078267554976431,0.2227426832515068,0.3288774165351281,0.5680035324517924,1.0,1.0
mavrokoilius,SRX20503049,GCA_032354855.1,coverage_ge_80pct_and_complete_yes,5,0.6579132669262849,0.7328088192102029,0.6218265725918495,0.657913266926285,0.6615614735017095,0.37413855786085753,0.8768786505340694,0.9063867029168388,0.0,0.3263894726009657,0.9063867029168388,0.4468222756536899,0.8090681563542725,0.08288094858132988,0.08383696015488895,0.27553379707674863,1.0,1.0
monticola,SRX19955091,GCA_031753675.1,coverage_ge_80pct_and_complete_yes,8,0.5468180894806034,0.5642709798842364,0.5149846224626715,0.5468180894806034,0.5439362463941779,0.30767829547748876,0.7811774140069998,0.8305370467715002,0.0,0.35653023047038335,0.6895095245872135,0.3937344342246404,0.6528855460053804,0.040531279612985305,0.10486386181006224,0.1898567967000662,1.0,1.0
ocoee,SRX19952863,GCA_030264995.1,coverage_ge_80pct_and_complete_yes,5,1.0142881422815755,0.7064049526523112,0.6990334576159581,1.0142881422815755,0.9377183223851896,0.2771924809372853,2.47959904766339,2.9122864672337925,0.2,0.2273541608488122,2.9122864672337925,0.3544409804992884,1.5274680137420107,0.47449958123805436,0.1149295956805666,0.5742522949509776,1.0,1.0
orestes,SRX19952890,GCA_030264915.1,coverage_ge_80pct_and_complete_yes,7,1.5764564708862134,0.7944993900430685,1.1930567493598836,1.5764564708862134,1.5307576409318657,0.5180591791320086,3.383996145971661,3.7209721737633026,0.42857142857142855,0.5579223547248299,2.5977187477911676,0.6973180916200138,2.0958399795457194,0.35741928381284804,0.6526250997441806,0.337191329549324,1.0,1.0
organi,SRX19952929,GCA_030180145.1,coverage_ge_80pct_and_complete_yes,7,0.6274030408384406,0.6631480470769416,0.5931119067881135,0.6274030408384406,0.6271867552107959,0.356632538164005,0.8549841672219517,0.8737003874164283,0.0,0.39677105336625323,0.8113129867681732,0.4525689126222084,0.7633950103400527,0.047995453912566544,0.07454527912329578,0.1989380556598706,1.0,1.0
pascagoula,SRX19953381,GCA_030264975.1,coverage_ge_80pct_and_complete_yes,2,0.3527987684916146,0.3527987684916146,0.31682235560998245,0.3527987684916146,0.3527987684916146,0.2131085451819543,0.4924889918012749,0.5080101277245705,0.0,0.1975874092586587,0.5080101277245705,0.1975874092586587,0.5080101277245705,0.15521135923295593,0.15521135923295593,0.7199715150602134,1.0,1.0
perlapsus,SRX20503048,GCA_032275285.1,coverage_ge_80pct_and_complete_yes,7,0.48342934629423345,0.4368484525023406,0.454502882444937,0.4834293462942335,0.4741394304256873,0.30138731506470456,0.7783132908711065,0.8920048616754508,0.0,0.41493235442192006,0.5130329589943039,0.3510237388927454,0.601088111422464,0.06809591923020286,0.004032478229232028,0.2635943947765172,1.0,1.0
santeetlah,SRX19955089,GCA_031753655.1,coverage_ge_80pct_and_complete_yes,11,0.7238382897073006,0.5515959955331386,0.6377309093907709,0.6284149206371966,0.6800265289591579,0.3769899384021018,1.4475675944138662,1.9560965677450404,0.09090909090909091,0.4047886570953397,0.8747732633895777,0.4909661337917064,0.8566706793306013,0.12322582780377389,0.02666131934645799,0.2456722215897182,1.0,1.0
tilleyi,SRX21394251,GCA_034782015.1,coverage_ge_80pct_and_complete_yes,35,0.5036686043881005,0.5161234949885183,0.46003455339745836,0.49541035258916855,0.5036456356760292,0.2252460298962745,0.8545351368557074,1.0431196328418868,0.02857142857142857,0.4484456470516699,0.5553914838062883,0.3889175117111023,0.5314772230758291,0.015866206719228948,0.009333243101143252,0.05917267390014213,1.0,1.0
valentinei,SRX19953382,GCA_030264875.1,coverage_ge_80pct_and_complete_yes,12,0.646572538155551,0.6228179508660022,0.6230040036777432,0.6275317301304143,0.6332078067583735,0.4061366014424054,0.9170397783539338,1.0790459558485437,0.08333333333333333,0.5320361239930368,0.7506804804772459,0.5332859502704826,0.7302725542400172,0.03931576524481761,0.014803983910303686,0.13907255723731202,1.0,1.0
welteri,SRX19958882,GCA_030264495.1,coverage_ge_80pct_and_complete_yes,14,0.5872787089949637,0.5376695429977578,0.5392540303433369,0.5611436493935335,0.5759857263283777,0.2967290277435342,1.0333473481313524,1.1977130940091898,0.07142857142857142,0.4143584752751192,0.6802770783232175,0.43394635579657226,0.6627200377800502,0.04695649115494038,0.0012466809269419121,0.14567348343476955,1.0,1.0
wrighti,SRX19958881,GCA_030265035.1,coverage_ge_80pct_and_complete_yes,11,0.7946074976545965,0.6136970649776908,0.6699832867528067,0.7253832157224824,0.767068650003563,0.29661423791903185,1.6126919706178193,1.9399868719809847,0.2727272727272727,0.43730977664233184,1.1531825743991055,0.48256235166418104,0.9615880536520041,0.11453793743263863,0.09145876080777571,0.2219491301402548,1.0,1.0
abditus,SRX19952928,GCA_030264455.1,tesorter_complete_yes,19,0.5928040632719607,0.5623005022812002,0.543660349927837,0.5803704933250815,0.5861918264445087,0.278749976099113,0.9925963398201654,1.1776271943392584,0.05263157894736842,0.39004138780375297,0.6811560828712575,0.44827389793142963,0.6504300808466525,0.0324901739481831,0.01945114829973038,0.10455457796179093,1.0,1.0
adatsihi,SRX20502416,GCA_032275005.1,tesorter_complete_yes,4,0.7298683983843278,0.8137475461606203,0.5618337145237513,0.7298683983843279,0.7424502705507717,0.22243573377198406,1.1198702561098623,1.1614424296940558,0.25,0.13053607152201518,1.1614424296940558,0.21059455968751428,1.0387828286428484,0.19977744228743766,0.0705470596388128,0.3978259752939986,1.0,1.0
aeneus,SRX19953415,GCA_030264635.1,tesorter_complete_yes,9,0.6811550699881201,0.5762817186320965,0.6425359700732072,0.6811550699881201,0.6830967562920168,0.42733487458353064,1.028142090480738,1.0510082954201112,0.1111111111111111,0.48784694709519544,0.9938427830716777,0.5142129746833684,0.8117097840038576,0.0462316531789988,0.017263040081677672,0.1714421644004796,1.0,1.0
amphileucus,SRX20502537,GCA_032360725.1,tesorter_complete_yes,10,0.8402839176673602,0.710737354301558,0.7453214251298997,0.7439497873744474,0.8079777215924215,0.4288805072783882,1.6992984096502481,2.0783988909565587,0.2,0.5035909650241798,1.005284788843331,0.5746808083096105,1.007627427716918,0.13756833036546645,0.03216534872845256,0.2473448375313695,1.0,1.0
anicetus,SRX21425396,GCA_033119125.1,tesorter_complete_yes,4,0.4945175031453508,0.49903207685216366,0.47262124497950997,0.4945175031453508,0.4951946892013727,0.320395374640002,0.6623192284611616,0.6891107104949695,0.0,0.29089514838210656,0.6891107104949695,0.334812351982516,0.6320108108563105,0.0678741182544148,0.011468753417420763,0.3483752880898651,1.0,1.0
aureatus,SRX20502577,GCA_032274985.1,tesorter_complete_yes,7,0.6899684861521628,0.7821588896892184,0.6642308415343818,0.689968486152163,0.6883570581659768,0.45417381099748966,0.9122535841479819,0.9416012301162411,0.0,0.496331661149055,0.8437757435553772,0.5394412682536767,0.8124571060151868,0.0423103875366051,0.1256808727355545,0.19495739898983158,1.0,1.0
auriculatus,SRX19953419,GCA_030264895.1,tesorter_complete_yes,3,1.075957449515047,1.0304962821156445,1.0421925093602207,1.075957449515047,1.0714113327751067,0.7952480644198034,1.388489651789872,1.4282666928647862,0.6666666666666666,0.76910937356471,1.4282666928647862,0.76910937356471,1.4282666928647862,0.17615462167486973,0.19888520537457088,0.4424792986341394,1.0,1.0
bairdi,SRX21425397,GCA_034783875.1,tesorter_complete_yes,6,0.4168457966783102,0.3539271948104681,0.35413309189692993,0.4168457966783102,0.4067694292945845,0.1698423702830978,0.7872260292437193,0.8763324463595955,0.0,0.19849058309661943,0.698119612127843,0.2289962205692893,0.5609820799392703,0.09189732993625704,0.073448896097973,0.35038234495936077,1.0,1.0
balsameus,SRX20502826,GCA_032353675.1,tesorter_complete_yes,5,0.5993663058178637,0.4310080673907082,0.5516878439759989,0.5993663058178637,0.5936028762990337,0.3721613199985111,0.9539761322420177,0.9934004190105613,0.0,0.36155418082411683,0.9934004190105613,0.39556140641039667,0.7980156213440882,0.09850852829817436,0.1826354588885678,0.3314835716882748,1.0,1.0
campi,SRX21425398,GCA_033118305.1,tesorter_complete_yes,11,0.7249323518026896,0.6788051714873998,0.49238188069818867,0.6378463585819685,0.67942212468379,0.08516592483505081,1.6478602194489245,2.203591072231693,0.18181818181818182,0.43908842247490365,0.7962783353810733,0.25748156765137503,0.8602951040200275,0.14786587204290025,0.02737822058804429,0.2763381446749068,1.0,1.0
carolinensis,SRX19952691,GCA_031753635.1,tesorter_complete_yes,4,0.9949544046246501,0.855895245211252,0.7185905476220752,0.9949544046246501,0.9740955307126402,0.267792013574648,1.916799618853409,2.028270895928736,0.5,0.2397562321473602,2.028270895928736,0.3198354884242657,1.6144936813478925,0.34443883043469536,0.42923380354863994,0.5096391569556165,0.9965635738831615,1.0
cheaha,SRX20502857,GCA_032353815.1,tesorter_complete_yes,3,0.760321870259371,0.5827000764891674,0.7177628643325977,0.7603218702593709,0.7425596908823507,0.5578992129035467,1.0870797832543377,1.1431219728949122,0.3333333333333333,0.5551435613940333,1.1431219728949122,0.5551435613940333,1.1431219728949122,0.19140005131777071,0.2802109482028724,0.5011570395859477,1.0,1.0
conanti,SRX19953420,GCA_030264475.1,tesorter_complete_yes,4,0.7118802623086209,0.6794559128667643,0.702985436278749,0.7118802623086209,0.7070166098923424,0.5990345148793019,0.8701200989565389,0.9019893315409394,0.0,0.5866198919600154,0.9019893315409394,0.6108091459194636,0.8371820147011444,0.06336968974410617,0.0100718681115054,0.31676300752313197,1.0,1.0
fuscus,SRX20497025,GCA_032353935.1,tesorter_complete_yes,9,0.8610136510990443,0.8689297809112805,0.7948965924709905,0.8610136510990443,0.8293213349440829,0.452702226034433,1.4474462387768876,1.7684700784796341,0.1111111111111111,0.5063917174965742,0.9659104792227685,0.6282568343646943,1.0499422584297378,0.11343205342257368,0.07282817453536994,0.2282155168339167,1.0,1.0
gvnigeusgwotli,SRX20502827,GCA_032353775.1,tesorter_complete_yes,5,0.5497860319067954,0.5097947285551119,0.5432868976824247,0.5497860319067954,0.54730923160016,0.46716522301223246,0.6709784947769662,0.6846347663144184,0.0,0.46589295300795774,0.6846347663144184,0.47694016121803523,0.6224099326771484,0.033712183601905754,0.05327934003602297,0.24905498742481103,1.0,1.0
intermedius,SRX20502776,GCA_032275315.1,tesorter_complete_yes,7,8.732419131185873,0.846854315810038,1.5104746072794448,8.732419131185875,6.38160070636757,0.6603145441380586,39.60046014029678,56.06620307343128,0.2857142857142857,0.6836804494196119,1.1803932963164134,0.7406075428000193,5.194148858079754,7.888963990374233,0.024617324522202666,0.9172094767319146,1.0,1.0
marmoratus,SRX19954879,GCA_031753695.1,tesorter_complete_yes,3,0.6327821884734175,0.4205127219061748,0.5658458982694176,0.6327821884734174,0.6115552418166932,0.40166093187449947,1.0124920716694052,1.078267554976431,0.3333333333333333,0.39956628853764664,1.078267554976431,0.39956628853764664,1.078267554976431,0.2227426832515068,0.3288774165351281,0.5680035324517924,1.0,1.0
mavrokoilius,SRX20503049,GCA_032354855.1,tesorter_complete_yes,5,0.6579132669262849,0.7328088192102029,0.6218265725918495,0.657913266926285,0.6615614735017095,0.37413855786085753,0.8768786505340694,0.9063867029168388,0.0,0.3263894726009657,0.9063867029168388,0.45106378560542126,0.8090681563542725,0.08288094858132988,0.08383696015488895,0.27553379707674863,1.0,1.0
monticola,SRX19955091,GCA_031753675.1,tesorter_complete_yes,8,0.5468180894806034,0.5642709798842364,0.5149846224626715,0.5468180894806034,0.5439362463941779,0.30767829547748876,0.7811774140069998,0.8305370467715002,0.0,0.35653023047038335,0.6895095245872135,0.39989331541941286,0.647845001631097,0.040531279612985305,0.10486386181006224,0.1898567967000662,1.0,1.0
ocoee,SRX19952863,GCA_030264995.1,tesorter_complete_yes,5,1.0142881422815755,0.7064049526523112,0.6990334576159581,1.0142881422815755,0.9377183223851896,0.2771924809372853,2.47959904766339,2.9122864672337925,0.2,0.2273541608488122,2.9122864672337925,0.3620023457981689,1.5453977342106662,0.47449958123805436,0.1149295956805666,0.5742522949509776,1.0,1.0
orestes,SRX19952890,GCA_030264915.1,tesorter_complete_yes,7,1.5764564708862134,0.7944993900430685,1.1930567493598836,1.5764564708862134,1.5307576409318657,0.5180591791320086,3.383996145971661,3.7209721737633026,0.42857142857142855,0.5579223547248299,2.5977187477911676,0.6910683930025471,2.0772743703075207,0.35741928381284804,0.6526250997441806,0.337191329549324,1.0,1.0
organi,SRX19952929,GCA_030180145.1,tesorter_complete_yes,7,0.6274030408384406,0.6631480470769416,0.5931119067881135,0.6274030408384406,0.6271867552107959,0.356632538164005,0.8549841672219517,0.8737003874164283,0.0,0.39677105336625323,0.8113129867681732,0.45256194436108443,0.7617611341381018,0.047995453912566544,0.07454527912329578,0.1989380556598706,1.0,1.0
pascagoula,SRX19953381,GCA_030264975.1,tesorter_complete_yes,2,0.3527987684916146,0.3527987684916146,0.31682235560998245,0.3527987684916146,0.3527987684916146,0.2131085451819543,0.4924889918012749,0.5080101277245705,0.0,0.1975874092586587,0.5080101277245705,0.1975874092586587,0.5080101277245705,0.15521135923295593,0.15521135923295593,0.7199715150602134,1.0,1.0
perlapsus,SRX20503048,GCA_032275285.1,tesorter_complete_yes,7,0.48342934629423345,0.4368484525023406,0.454502882444937,0.4834293462942335,0.4741394304256873,0.30138731506470456,0.7783132908711065,0.8920048616754508,0.0,0.41493235442192006,0.5130329589943039,0.35186983712780556,0.5876067157087623,0.06809591923020286,0.004032478229232028,0.2635943947765172,1.0,1.0
santeetlah,SRX19955089,GCA_031753655.1,tesorter_complete_yes,11,0.7238382897073006,0.5515959955331386,0.6377309093907709,0.6284149206371966,0.6800265289591579,0.3769899384021018,1.4475675944138662,1.9560965677450404,0.09090909090909091,0.4047886570953397,0.8747732633895777,0.4889971625789759,0.8453067865088139,0.12322582780377389,0.02666131934645799,0.2456722215897182,1.0,1.0
tilleyi,SRX21394251,GCA_034782015.1,tesorter_complete_yes,36,0.4954087411654729,0.5157344403093999,0.4499005123822768,0.4877243407566203,0.49314594206339163,0.1879560059196042,0.8514967294561642,1.0431196328418868,0.027777777777777776,0.4475874424432147,0.5539661341960742,0.37475660950403905,0.5234815872393805,0.01564888261932612,0.00038905467911842795,0.058488159269359505,1.0,1.0
valentinei,SRX19953382,GCA_030264875.1,tesorter_complete_yes,12,0.646572538155551,0.6228179508660022,0.6230040036777432,0.6275317301304143,0.6332078067583735,0.4061366014424054,0.9170397783539338,1.0790459558485437,0.08333333333333333,0.5320361239930368,0.7506804804772459,0.5348751402641068,0.7251743740083754,0.03931576524481761,0.014803983910303686,0.13907255723731202,1.0,1.0
welteri,SRX19958882,GCA_030264495.1,tesorter_complete_yes,14,0.5872787089949637,0.5376695429977578,0.5392540303433369,0.5611436493935335,0.5759857263283777,0.2967290277435342,1.0333473481313524,1.1977130940091898,0.07142857142857142,0.4241061592536901,0.6802770783232175,0.43235383105820224,0.6776662438491754,0.04695649115494038,0.0012466809269419121,0.14567348343476955,1.0,1.0
wrighti,SRX19958881,GCA_030265035.1,tesorter_complete_yes,11,0.7946074976545965,0.6136970649776908,0.6699832867528067,0.7253832157224824,0.767068650003563,0.29661423791903185,1.6126919706178193,1.9399868719809847,0.2727272727272727,0.43730977664233184,1.1531825743991055,0.4727165759542093,0.9668681541628572,0.11453793743263863,0.09145876080777571,0.2219491301402548,1.0,1.0
